titles,extract,both,studied,covered,pct,miss,miss_papers,never,never_pct,corpus,prec,pk,pn,inv_pct,ext_pct
49805,15405,483,227,201,88.54625550660793,26,46,1861,90.25218234723569,2062,80.0,24,30,3.1353456669912365,30.93062945487401
