exp,out,measure,est,lo,hi,p,n,adj,q
age,dm,OR,2.74906887051506,2.64501942380262,2.85721140148381,0.0,35801,unadjusted,0.0
men,dm,OR,1.30891887447729,1.21918447493047,1.40525790410889,1.42662726468565e-13,35801,unadjusted,3.6122079268316744e-13
bmi,dm,OR,1.73896437073969,1.67215183505083,1.80844646958161,7.77185138775614e-150,35801,"Age, years, Male sex",1.1172432892929438e-148
smoking,dm,OR,1.37556881972338,1.22810182322057,1.54074323644687,3.87249324598974e-08,35801,"Age, years, Male sex",7.994678319094881e-08
alcohol,dm,OR,0.870805792698293,0.781624526271058,0.970162402930958,0.0121438834801024,35801,"Age, years, Male sex",0.01726147013479881
wc,dm,OR,1.97785677583732,1.89407030271381,2.06534964416084,3.34993585308053e-181,35801,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",6.343265631478294e-180
height,dm,OR,1.00331149296252,0.941721474103175,1.06892959287068,0.91853917184971,35801,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",0.9290910290794596
weight,dm,OR,1.77793586435352,1.69811386598234,1.86150999710838,4.2014514546651705e-121,35801,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",4.653305667714066e-120
whtr,dm,OR,1.99780335960488,1.91127138289396,2.08825303375035,1.07905191562705e-178,35801,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",1.9691299724551656e-177
fat_kg,dm,OR,1.49891041685062,1.33899008458684,1.67793060128339,7.12721070711142e-12,35801,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",1.6995285112015178e-11
lean_kg,dm,OR,1.5732848544215,1.31752684803945,1.87869054572616,7.81276485875734e-07,35801,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",1.5202518139526714e-06
asmm_kg,dm,OR,1.16093175166461,0.96245177285747,1.40034292629711,0.119440835052163,35801,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",0.14801921923072417
asmi,dm,OR,1.22328571569392,1.06072149727462,1.41076422610992,0.0058191236382637,35801,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",0.00861856747433337
bodyfat_pct,dm,OR,1.59743603343253,1.35853859818146,1.87834330531683,2.51227622464968e-08,35801,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",5.22636554236041e-08
asm_pct,dm,OR,0.426727356271915,0.351264803937631,0.518401600586064,1.37131403666856e-16,35801,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",3.7615015865628256e-16
obesity,dm,OR,2.30135491958896,2.12906010392161,2.48759274393472,3.3571741039846404e-91,35801,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",2.970846028701986e-90
overweight,dm,OR,2.33337030574712,2.13924731754981,2.54510871140342,7.735759596939e-77,35801,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",5.974856425530517e-76
abdominal_obesity,dm,OR,2.64160544161766,2.43839266735296,2.86175372925445,2.4001448798394e-114,35801,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",2.5158661508316568e-113
central_obesity,dm,OR,3.12822421922121,2.8269070160689,3.46165852293587,7.06869631863471e-100,35801,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",6.7104982302510635e-99
high_bodyfat,dm,OR,1.64681424687099,1.34012594581558,2.02368827509475,2.76677615341655e-06,35801,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",5.20266183253235e-06
sarcopenia,dm,OR,0.840899366164783,0.608994229787629,1.16111402937745,0.293057339847803,35801,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",0.34053050179609445
sbp,dm,OR,1.09223730877801,1.04752370183181,1.13885951850106,3.61750305166624e-05,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",6.379992863279167e-05
dbp,dm,OR,0.955333317088451,0.916307867013428,0.996020856738806,0.0318469101484406,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.04299149771667604
tg,dm,OR,1.23717152617087,1.18747354692585,1.28894945839459,6.49148210112282e-24,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",2.136728968238745e-23
tchol,dm,OR,0.736923171232192,0.701370927258933,0.77427754586472,6.44883709585279e-33,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",2.56932174791782e-32
hdl,dm,OR,0.728497998063919,0.693994847474623,0.764716532283107,1.65079711121469e-36,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",7.013398583471819e-36
ldl,dm,OR,0.6625598234766,0.613050338077073,0.716067657775525,1.01079792495634e-24,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",3.43632267538246e-24
nonhdl,dm,OR,0.800455139936945,0.762384576379826,0.840426801515274,6.07676888353854e-19,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",1.78204662846151e-18
alt,dm,OR,1.2318652912131,1.18367146036846,1.28202136023722,3.33014149999645e-24,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",1.1096270920517973e-23
ast,dm,OR,1.11986329653725,1.07595279915647,1.16556581656228,3.16622125673656e-08,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",6.555809092431608e-08
creatinine,dm,OR,1.03825285409478,0.993229945990122,1.08531664131547,0.0970997593366945,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.12170297237859004
egfr,dm,OR,0.947586387553225,0.893705553382391,1.00471565660281,0.0715823248356127,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.09161080961883283
hemoglobin,dm,OR,1.04322707124646,0.985567059733547,1.10426044725532,0.144718859629178,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.17734858163325154
platelet,dm,OR,1.04013721555383,0.995292158997031,1.08700286383277,0.0802048661827754,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.1019788948360054
wbc,dm,OR,1.37384044934059,1.31703958538593,1.43309100287314,1.7168915598226302e-47,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",8.75092919492808e-47
fib4,dm,OR,0.985955608971005,0.927132984706186,1.04851027727101,0.652268441968378,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.6936260424555033
vitd,dm,OR,0.940559510728986,0.870009598321701,1.01683038316967,0.123728112312199,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.15306301776029677
fn_bmd,dm,OR,0.905638126647002,0.764948652136405,1.07220323108751,0.250450746279379,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.29422532634955734
ls_bmd,dm,OR,1.09795861628528,0.967810745885135,1.24560832600857,0.147233126720217,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.18030426714485545
htn,dm,OR,1.82887556875772,1.67240126262468,1.9999900267652,7.76842353131191e-39,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",3.441558198400069e-38
dyslipidemia,dm,OR,2.44239940064054,2.22795030771178,2.67749007309592,2.7510348699668502e-76,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",2.1155338017518007e-75
low_hdl,dm,OR,1.62482910536819,1.49214982761913,1.76930598575619,2.1917702705714097e-28,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",7.991112725623711e-28
high_tg,dm,OR,1.73512311388308,1.58935266709469,1.8942631693158,5.66041545219111e-34,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",2.304737944811224e-33
high_ldl,dm,OR,0.816064755240526,0.64778760217087,1.02805561964138,0.0846369194041855,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.10695774314371773
high_nonhdl,dm,OR,1.11410127467892,0.970885262081612,1.27844318862146,0.123886221504167,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.15316242388029713
atherogenic_dyslipidemia,dm,OR,1.75175055382707,1.58556424286035,1.9353552003025,1.03490819367115e-27,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",3.7269393232206446e-27
ckd,dm,OR,2.79980724270975,2.43060778284906,3.22508660247171,1.2282841252474999e-43,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",5.91794348717058e-43
high_alt,dm,OR,1.89114770006149,1.65964860816354,2.15493786206063,2.32934773158471e-21,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",7.247316882192003e-21
high_ast,dm,OR,1.99148588899005,1.69938643752698,2.33379292576796,2.69084925488266e-17,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",7.557552691943165e-17
adv_fibrosis,dm,OR,1.00476275483578,0.830465147519437,1.21564185627857,0.961017642635901,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.9662301277087191
anemia,dm,OR,1.35853000376079,1.19459301264981,1.54496447875954,3.14933967401025e-06,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",5.903126307538106e-06
leukocytosis,dm,OR,2.1866539543529,1.66184947141835,2.87718929922476,2.51723560662571e-08,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",5.233591385204103e-08
vitd_deficiency,dm,OR,1.19679790541068,1.01410425783831,1.41240431180969,0.0337395903877171,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.04538993023129856
osteoporosis,dm,OR,1.44428055587507,1.08166457566109,1.92845949753316,0.0130489899714538,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.018449836483123355
current_smoking,dm,OR,1.45449100094722,1.30351248259467,1.62295651179757,2.4871534781752797e-11,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever alcohol (past/current)",5.859367592062432e-11
age,prediabetes,OR,1.63690681595809,1.5923074131616,1.68275541643674,8.152588382733529e-224,35801,unadjusted,2.900345079190655e-222
men,prediabetes,OR,1.32270423525056,1.25483747656654,1.39424150666653,6.28182877350052e-25,35801,unadjusted,2.145936075680779e-24
bmi,prediabetes,OR,1.35569987197563,1.31843247445684,1.39402068629408,1.9415882831898798e-94,35801,"Age, years, Male sex",1.7669958484224179e-93
smoking,prediabetes,OR,1.13595748023509,1.054861714554,1.22328773439998,0.0007522955218172,35801,"Age, years, Male sex",0.001208201015886994
alcohol,prediabetes,OR,1.20665257925932,1.10572685540478,1.31679034466443,2.57183030717657e-05,35801,"Age, years, Male sex",4.577052219239959e-05
wc,prediabetes,OR,1.36521367565224,1.32393796384241,1.40777621844052,1.71616312045727e-82,35801,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",1.389500347184024e-81
height,prediabetes,OR,1.15278757444677,1.1000483162186,1.20805529375928,2.9851304608310204e-09,35801,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",6.493903324920848e-09
weight,prediabetes,OR,1.44615260403012,1.39907733112678,1.49481183606825,4.3895341319406505e-98,35801,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",4.1336735862820774e-97
whtr,prediabetes,OR,1.32827057949934,1.28791589084665,1.36988971477298,5.56297856332174e-69,35801,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",3.887462400797454e-68
fat_kg,prediabetes,OR,1.44027903615871,1.32864575882184,1.56129178016397,1.54795721827187e-17,35801,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",4.3685138804114787e-17
lean_kg,prediabetes,OR,1.71257561467861,1.51766847345925,1.93251377839245,4.3922125314313e-17,35801,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",1.222875299264904e-16
asmm_kg,prediabetes,OR,1.66746848387605,1.47194898337339,1.88895890830923,7.38710981024127e-15,35801,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",1.9387034837309802e-14
asmi,prediabetes,OR,1.61239254686495,1.44660051514251,1.79718567632995,9.23527662277054e-17,35801,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",2.5451208345381723e-16
bodyfat_pct,prediabetes,OR,1.45177562453097,1.29050023649204,1.6332057944534,1.1895955353429e-09,35801,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",2.6301038766338317e-09
asm_pct,prediabetes,OR,0.710919016037961,0.625735161371555,0.807699292871091,2.41930408536576e-07,35801,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",4.824908827099777e-07
obesity,prediabetes,OR,1.70651906177545,1.61487390627767,1.80336514007814,8.65690151147663e-76,35801,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",6.613797640655247e-75
overweight,prediabetes,OR,1.70291087852337,1.61062915744806,1.80047992226092,5.83065644992289e-74,35801,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",4.350756783183987e-73
abdominal_obesity,prediabetes,OR,1.55129518462222,1.46094745268458,1.64723018984013,4.06430166187161e-45,35801,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",1.9992277169150575e-44
central_obesity,prediabetes,OR,1.6965223547659,1.59562848736718,1.80379588545045,3.7187470656879004e-61,35801,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",2.3598967865500515e-60
high_bodyfat,prediabetes,OR,1.37639425458629,1.16879729239941,1.62086373435126,0.0001453172371871,35801,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",0.0002471305211844356
sarcopenia,prediabetes,OR,0.611418457562405,0.467250414577118,0.800068910770951,0.0003707450609274,35801,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",0.0006087478343059687
sbp,prediabetes,OR,1.10706185352537,1.07306034129517,1.14214075422054,1.92033591573536e-10,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",4.3719606303942716e-10
dbp,prediabetes,OR,1.21475043460803,1.17877859795622,1.25181999481398,6.39493381240435e-36,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",2.694133598957909e-35
tg,prediabetes,OR,1.12523235301118,1.08561048192851,1.16630031612614,1.29532104346098e-10,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",2.9720656124231736e-10
tchol,prediabetes,OR,1.30586881580077,1.26887821662127,1.34393777254819,3.48667154760347e-70,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",2.475817981987787e-69
hdl,prediabetes,OR,0.995787756043265,0.966887243459525,1.02555211250669,0.778799439058806,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.8124797465536477
ldl,prediabetes,OR,1.24631443812086,1.18982930561401,1.3054811066928,3.09393509616098e-20,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",9.345488343635481e-20
nonhdl,prediabetes,OR,1.31483197680017,1.2772365520864,1.35353402186323,2.93666136959258e-72,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",2.132561101794859e-71
alt,prediabetes,OR,1.10433419602341,1.06668102528535,1.14331650005719,2.25075906580628e-08,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",4.6934123326049244e-08
ast,prediabetes,OR,1.04215567725703,1.01179323643521,1.07342925068921,0.0062343524230837,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.009183349742409365
creatinine,prediabetes,OR,0.922341059412038,0.881592448782824,0.964973135888201,0.0004614135643445,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.0007523604507506153
egfr,prediabetes,OR,1.04866177024607,1.00543614795576,1.09374574468155,0.0270215516022882,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.03675932975792161
hemoglobin,prediabetes,OR,1.01060739309172,0.972692463985187,1.05000022184525,0.588661279445684,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.6348025187408755
platelet,prediabetes,OR,1.15934096780799,1.12543412535791,1.19426934847079,3.65374166491616e-22,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",1.1687991047987934e-21
wbc,prediabetes,OR,1.03138349432136,1.00197978153675,1.06165007713733,0.0363442252187076,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.048707900007720004
fib4,prediabetes,OR,0.888671295775659,0.833729678366978,0.947233488775932,0.0002942235241583,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.00048627651435266664
vitd,prediabetes,OR,0.959644148333105,0.904925698752631,1.01767127698924,0.169337168909695,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.20495034670101228
fn_bmd,prediabetes,OR,1.00533564936738,0.912773862551672,1.10728386225204,0.914053374616394,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.9261495930376696
ls_bmd,prediabetes,OR,0.991155820335962,0.908201101765084,1.08168758909958,0.842187229598816,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.8670027505191237
hsi,prediabetes,OR,0.888400366713658,0.839101250954668,0.940595918167212,4.98413318036609e-05,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",8.716046207174464e-05
htn,prediabetes,OR,0.969268859882806,0.905602569861415,1.03741106088324,0.367955367981977,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.41858488566941954
dyslipidemia,prediabetes,OR,1.21968772646516,1.15047440315107,1.29306497042891,3.20287872789192e-11,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",7.515349020409954e-11
low_hdl,prediabetes,OR,0.959865552079151,0.903633111877121,1.01959729668859,0.183656893775971,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.22083973365618637
high_tg,prediabetes,OR,1.32690833677056,1.2451709265451,1.41401127881816,4.6148392551206394e-18,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",1.3224950249418138e-17
high_ldl,prediabetes,OR,1.44134092345099,1.23802844428238,1.6780419441968,2.59982836517045e-06,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",4.901817720626512e-06
high_nonhdl,prediabetes,OR,1.57457777223875,1.43146651924006,1.73199661152016,1.89317191554847e-20,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",5.743110668873136e-20
atherogenic_dyslipidemia,prediabetes,OR,1.11600935920733,1.03346951385795,1.20514139327533,0.0051477286801226,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.007662848863648266
ckd,prediabetes,OR,0.615950558583975,0.539793132497773,0.70285275558128,9.36643962604605e-13,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",2.3166151940262772e-12
high_alt,prediabetes,OR,1.24061086783647,1.12258373387608,1.37104723589721,2.44086868390675e-05,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",4.350576672428934e-05
high_ast,prediabetes,OR,1.14569078726449,0.999181172114946,1.31368306034466,0.0514796780340568,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.0671523800133141
adv_fibrosis,prediabetes,OR,0.646591256980496,0.554860145857214,0.753487625170335,2.54774198324413e-08,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",5.29389219173205e-08
anemia,prediabetes,OR,0.963394675894928,0.873086503518463,1.06304392268396,0.457787138951692,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.5062248990228757
leukocytosis,prediabetes,OR,1.17553885853963,0.926868399678996,1.49092536590442,0.182402557566261,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.21955632527285418
vitd_deficiency,prediabetes,OR,1.08146579248591,0.961331582111902,1.21661275056398,0.192635078920426,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.2307689618903879
osteoporosis,prediabetes,OR,0.775062253416017,0.613770905521763,0.978738958243132,0.0328407606458141,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.04428222013574168
current_smoking,prediabetes,OR,1.16058987210618,1.07518804342915,1.25277513962998,0.000136784726458,35801,"Age, years, Male sex, Body mass index, kg/m2, Ever alcohol (past/current)",0.00023307005640303628
age,htn,OR,3.22979246148256,3.12146984129224,3.34187414091148,0.0,37371,unadjusted,0.0
men,htn,OR,1.30919058967256,1.24438434497483,1.37737187630873,6.68452990075588e-25,37371,unadjusted,2.276877592888028e-24
bmi,htn,OR,1.83035049121623,1.77187256414941,1.89075839226833,3.2464288956621503e-240,37371,"Age, years, Male sex",1.3295258802932667e-238
smoking,htn,OR,1.08194869138591,0.987975446248242,1.18486038821815,0.0894186296736239,37371,"Age, years, Male sex",0.11267707109499227
alcohol,htn,OR,0.943547499019087,0.864729269106278,1.029549842606,0.191772719610907,37371,"Age, years, Male sex",0.22989227994200628
wc,htn,OR,1.8714972783371,1.80685696954549,1.93845009420099,1.77979045418198e-223,37371,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",6.268421979628933e-222
height,htn,OR,0.892485113144776,0.848185454094517,0.939098487647823,1.23409561673834e-05,37371,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",2.2289665446935554e-05
weight,htn,OR,1.81574715782298,1.74928979222593,1.88472930888537,4.6343774865258e-186,37371,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",9.169818824462847e-185
whtr,htn,OR,1.95434702903448,1.88551344145513,2.02569349330559,1.41919849814913e-241,37371,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",5.880490718213218e-240
fat_kg,htn,OR,1.67211874652354,1.53828714591202,1.8175937502343,1.71350904118907e-29,37371,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",6.345929382826397e-29
lean_kg,htn,OR,1.78787005088479,1.57861806357648,2.02485920603804,1.67663770092228e-18,37371,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",4.876232851072065e-18
asmm_kg,htn,OR,1.63230893979492,1.43565163087078,1.85590460641091,3.57467811059459e-13,37371,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",8.967248080850531e-13
asmi,htn,OR,1.61880513259392,1.45598581355746,1.79983213635137,1.1131439938434201e-17,37371,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",3.1565967361646745e-17
bodyfat_pct,htn,OR,1.87661548545265,1.67114784528291,2.10734537352948,7.25032804908607e-24,37371,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",2.3842815489151392e-23
asm_pct,htn,OR,0.501083298620369,0.4385591094079,0.572521392829486,4.323837738269259e-22,37371,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",1.3793982349804649e-21
obesity,htn,OR,2.77453784270032,2.60868775623281,2.95093202403529,2.6466706844566503e-197,37371,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",6.214382767104215e-196
overweight,htn,OR,2.65716041267582,2.4885726828738,2.83716907578447,9.93477753357403e-165,37371,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",1.5977299759473853e-163
abdominal_obesity,htn,OR,2.53686803605781,2.3835240152912,2.70007744460907,4.28315960785481e-165,37371,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",6.951745686112738e-164
central_obesity,htn,OR,2.7868031094005,2.60718830315772,2.97879196571959,7.08235595599835e-174,37371,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",1.2472028838513094e-172
high_bodyfat,htn,OR,1.77886654213484,1.53083797860415,2.06708104904224,2.77754710755619e-13,37371,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",6.982527418139116e-13
sarcopenia,htn,OR,0.50903046080476,0.395518255148108,0.655120229355981,2.34862589768418e-07,37371,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",4.689263271906849e-07
glucose,htn,OR,1.18432306415505,1.14585944031102,1.22407781525881,2.3730487552462e-23,37371,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",7.731616758535722e-23
hba1c,htn,OR,1.14928170593475,1.10807203452507,1.19202398259461,1.094557770176e-13,37371,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",2.7834169433645285e-13
homa_ir,htn,OR,1.30665841712194,1.23771026988796,1.37944740427029,2.24227983408306e-21,37371,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",6.988769535965077e-21
tg,htn,OR,1.18481065069327,1.14203319063633,1.22919043816411,2.8276118085812203e-19,37371,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",8.368780495649629e-19
tchol,htn,OR,0.888666896232643,0.860040162935639,0.918246480215666,1.99843423144766e-12,37371,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",4.874297342907658e-12
hdl,htn,OR,1.00430876725116,0.969992763116932,1.03983878883431,0.808493646957831,37371,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.8369086334713137
ldl,htn,OR,0.738385697353961,0.698876901986683,0.780127997515769,1.3927880366035898e-26,37371,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",4.915229924767378e-26
nonhdl,htn,OR,0.88580303384248,0.856588683493157,0.916013753024102,1.71589406254413e-12,37371,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",4.193878479028748e-12
alt,htn,OR,1.10267641562067,1.05932032419608,1.14780699453567,1.8789432652927e-06,37371,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",3.5693841318019896e-06
