exp,out,measure,est,lo,hi,p,n,adj,q
men,high_tg,OR,1.45782425107857,1.30204028045177,1.63224715774183,1.4983743549984802e-09,12287,unadjusted,4.40057085996584e-09
bmi,high_tg,OR,1.51963237346625,1.43704241785841,1.60696895358742,1.21882915026961e-28,12287,"Age, years, Male sex",1.1371905939779663e-27
smoking,high_tg,OR,1.37257843324744,1.23610281491207,1.52412204930543,2.98501387660322e-08,12287,"Age, years, Male sex",7.967532980990217e-08
alcohol,high_tg,OR,0.869318093158857,0.749581300640254,1.00818142934977,0.0664294417523343,12287,"Age, years, Male sex",0.08938601073885526
wc,high_tg,OR,1.66011005749434,1.55439862248622,1.77301070853096,1.98513759329519e-29,12287,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",1.9982708191032496e-28
height,high_tg,OR,0.917862050721675,0.856114100829634,0.98406362345695,0.0173876977355082,12287,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",0.025733532451055162
weight,high_tg,OR,1.48285175296586,1.39235664670807,1.57922851625167,7.514557709409099e-23,12287,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",5.090340804524383e-22
whtr,high_tg,OR,1.71945489386762,1.61528895314575,1.83033823532782,1.25694771487677e-33,12287,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",1.6686191812256718e-32
fat_kg,high_tg,OR,1.60326144361798,1.44432797231303,1.77968391242576,3.76773728046268e-13,12287,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",1.3865273192102663e-12
lean_kg,high_tg,OR,1.60293305761989,1.41685714223363,1.81344633175938,1.3406992231029e-10,12287,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",4.222775578499262e-10
asmm_kg,high_tg,OR,1.38947556585693,1.2203275868795,1.5820689205677,4.43196390385577e-06,12287,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",9.860995052673468e-06
asmi,high_tg,OR,1.44030341733082,1.29618251957451,1.6004489357377,2.77282390631228e-09,12287,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",7.954526014047411e-09
bodyfat_pct,high_tg,OR,2.10421254450465,1.82146678033217,2.43084885228776,1.89694812574896e-15,12287,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",8.060501380733498e-15
asm_pct,high_tg,OR,0.410046077373147,0.346377390571046,0.485417900088424,6.621548881500049e-16,12287,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",2.926798589409407e-15
obesity,high_tg,OR,2.23826248839044,2.0124818542731,2.48937348493277,7.24647044116851e-29,12287,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",6.974948191061466e-28
overweight,high_tg,OR,3.36884912498852,2.91376783151029,3.89500642577049,2.48623350105555e-32,12287,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",3.073606165679924e-31
abdominal_obesity,high_tg,OR,2.85108439844858,2.50418449638214,3.24603968230801,4.631582291920799e-31,12287,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",5.061475012938863e-30
central_obesity,high_tg,OR,5.39803895772376,4.14550138734536,7.0290229978099,1.8824006918897502e-23,12287,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",1.3180136525868763e-22
high_bodyfat,high_tg,OR,3.58232916366449,2.76877021760448,4.63493942373602,1.0159033134814101e-14,12287,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",4.0967517921839535e-14
sarcopenia,high_tg,OR,0.705856839055109,0.394206660753668,1.26389005271579,0.24504796989288,12287,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",0.2949223513526721
sbp,high_tg,OR,1.14826275967839,1.07063916813306,1.23151422487503,0.0001780227228998,12287,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.0003428041597304868
dbp,high_tg,OR,1.23315640982261,1.14595635075856,1.3269918440436,1.4136461757626e-07,12287,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",3.5529760300615285e-07
glucose,high_tg,OR,1.35004317676437,1.25685935770536,1.45013566391037,2.92264997756008e-13,12287,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",1.0887008767634347e-12
hba1c,high_tg,OR,1.30347478798624,1.22178680108435,1.39062438832032,8.35427252742901e-13,12287,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",2.996328387897476e-12
homa_ir,high_tg,OR,2.08846351943857,1.91738158116427,2.27481056190038,2.8409316607477898e-33,12287,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",3.684828081940412e-32
tchol,high_tg,OR,1.95365847294718,1.83360662492398,2.08157048356899,4.41826386519888e-41,12287,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",8.526171634500863e-40
hdl,high_tg,OR,0.258877089967326,0.231313589916523,0.289725077260425,2.23484930734325e-46,12287,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",5.457446827067837e-45
ldl,high_tg,OR,1.34813160250857,1.26926266692561,1.43190126444399,9.64696914294499e-17,12287,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",4.516379873312471e-16
nonhdl,high_tg,OR,2.75993643298182,2.56383863501155,2.97103296989129,2.4904657489310803e-52,12287,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",8.718834073248985e-51
alt,high_tg,OR,1.30825579860713,1.21067106460581,1.41370623667004,4.71078260337999e-10,12287,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",1.4335273829977878e-09
ast,high_tg,OR,1.10352680500188,1.02468907303758,1.18843017008828,0.0103716826525448,12287,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.015927941216408087
creatinine,high_tg,OR,0.99744034995452,0.948409516948671,1.04900597678338,0.920809731720708,12287,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.9323581516987768
egfr,high_tg,OR,1.0278788809028,0.94340089639626,1.11992154962106,0.53111477149478,12287,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.5875531420674915
hemoglobin,high_tg,OR,1.34375821863647,1.22681970871126,1.47184312196115,3.95643555533675e-09,12287,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",1.120376453608603e-08
platelet,high_tg,OR,1.14262630129815,1.07596010396257,1.21342311820858,2.94239338147357e-05,12287,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",6.110293027354038e-05
wbc,high_tg,OR,1.42795629797193,1.3319104346254,1.53092815846224,1.72236577494748e-17,12287,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",8.527758455184269e-17
fib4,high_tg,OR,0.798405445711087,0.664881217482665,0.958744568172041,0.0174417974814774,12287,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.025803945713060807
vitd,high_tg,OR,0.991967326542185,0.930805316574462,1.05714821284922,0.804263614033324,12287,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.8311564412528291
fn_bmd,high_tg,OR,0.939179537497746,0.841142585806257,1.04864290375811,0.268364944378723,12287,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.32045026259047027
ls_bmd,high_tg,OR,0.980157062007093,0.868514939914285,1.10615007531959,0.746251504213558,12287,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.7783208411992711
insulin,high_tg,OR,2.00198914639387,1.8496780624942,2.16684223246629,6.28519148755025e-34,12287,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",8.457216845152649e-33
ggt,high_tg,OR,1.4446751526278,1.31477474562719,1.58740978525911,5.90190171819008e-12,12287,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",1.9921436175051156e-11
uric,high_tg,OR,1.43430516385197,1.33629638796375,1.5395022553247,2.14202660599717e-17,12287,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",1.0526530749471806e-16
cap,high_tg,OR,1.85904566806464,1.50648935908502,2.29410899924907,0.000266227648771,12287,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.0005029592065606857
lsm,high_tg,OR,0.926370962305098,0.721560234782642,1.18931603826613,0.563340605825523,12287,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.6178473625300164
dm,high_tg,OR,1.80699301954926,1.52312292380316,2.14376904297825,4.90390823828494e-10,12287,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",1.4865793862571054e-09
prediabetes,high_tg,OR,1.05666486823715,0.932250045683139,1.19768365680095,0.390233858799623,12287,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.4475978966109912
htn,high_tg,OR,1.30065177226363,1.11374973113737,1.51891846560982,0.0011936465679169,12287,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.002090334582859343
low_hdl,high_tg,OR,4.79252603061515,4.20644831049244,5.46026102278075,2.06569625099051e-46,12287,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",5.0757107881481106e-45
high_ldl,high_tg,OR,2.18127632698015,1.8465872177654,2.57662696290173,1.7704379806602e-15,12287,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",7.531024356442744e-15
high_nonhdl,high_tg,OR,6.37501028209873,5.42334621249299,7.49366802422575,2.0152811658197502e-44,12287,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",4.478905782012883e-43
insulin_resistance,high_tg,OR,3.1023309303289,2.67484726058553,3.59813337497579,4.87378552518955e-29,12287,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",4.737271630872202e-28
ckd,high_tg,OR,1.15976481368151,0.981978707288114,1.36973888850225,0.0834488546276527,12287,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.11007791560753387
high_alt,high_tg,OR,1.93371542036392,1.64437653946472,2.27396538275256,1.0987000801777199e-12,12287,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",3.8842337061510815e-12
high_ast,high_tg,OR,1.4260418137244,1.09140960853006,1.86327409855708,0.0104824998183979,12287,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.01608563587338328
adv_fibrosis,high_tg,OR,0.59915289719828,0.403576768766072,0.889506587107774,0.0123586118544146,12287,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.01873923667921202
anemia,high_tg,OR,0.6913194705688,0.527410348395731,0.906168435718533,0.0085674928770353,12287,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.013339678577048023
leukocytosis,high_tg,OR,1.92167102862727,1.42085078230603,2.59901995920497,4.461726892252e-05,12287,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",9.079522420652733e-05
vitd_deficiency,high_tg,OR,0.930848440279433,0.80765564486619,1.07283199749592,0.324507869663823,12287,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.3796962828719561
osteoporosis,high_tg,OR,1.00492615767534,0.662635307208336,1.52403074722159,0.981612981643384,12287,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.9847752606688961
current_smoking,high_tg,OR,1.55515621458448,1.37525497708892,1.75859087373028,1.32889160914204e-10,12287,"Age, years, Male sex, Body mass index, kg/m2, Ever alcohol (past/current)",4.188920482682e-10
age,high_ldl,OR,1.16766643233659,1.09103495916341,1.2496803019503,1.71294904137965e-05,12093,unadjusted,3.6315254060546066e-05
men,high_ldl,OR,0.919775806316914,0.774064488789773,1.0929160892119,0.343814940895323,12093,unadjusted,0.39980361733741854
bmi,high_ldl,OR,1.05934397104614,0.994056202932689,1.12891971870508,0.0781946713538664,12093,"Age, years, Male sex",0.10387445261111332
smoking,high_ldl,OR,1.073443140042,0.913739302839508,1.26106009812912,0.390202918641493,12093,"Age, years, Male sex",0.4475978966109912
alcohol,high_ldl,OR,1.0075767525314,0.803926670521826,1.26281531570876,0.947866904723404,12093,"Age, years, Male sex",0.9558402944394051
wc,high_ldl,OR,1.06902278685446,0.999959375550132,1.14285614671631,0.0524744612351752,12093,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",0.07195458185315531
height,high_ldl,OR,0.915473593243967,0.80850236485536,1.03659795735657,0.166207665010456,12093,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",0.20657163769442788
weight,high_ldl,OR,1.03993629643419,0.97147252876952,1.11322499464916,0.261998325174838,12093,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",0.313320850783452
whtr,high_ldl,OR,1.08468901595627,1.01234566992892,1.16220209784548,0.022701809689422,12093,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",0.03306358101704692
fat_kg,high_ldl,OR,1.15115225975274,1.00195790014675,1.32256208064205,0.0506576507880314,12093,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",0.06977773903811012
lean_kg,high_ldl,OR,1.05255235092894,0.866687523833787,1.27827668101809,0.606966258898079,12093,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",0.6565924310092427
asmm_kg,high_ldl,OR,1.04117895030309,0.851834837064909,1.27261008752526,0.694705309312381,12093,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",0.7352204932155642
asmi,high_ldl,OR,1.14209101005712,0.974819791607203,1.33806462125963,0.104460700221906,12093,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",0.13544625699044907
bodyfat_pct,high_ldl,OR,1.35163681579283,1.12932613957931,1.61770990485278,0.0015693671559863,12093,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",0.0027075518835943317
asm_pct,high_ldl,OR,0.745284206874841,0.620993839792051,0.89445098071031,0.0023192722914149,12093,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",0.003895983517977641
obesity,high_ldl,OR,1.04492546162164,0.901747404367183,1.21083710921402,0.56000124373401,12093,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",0.6145256366745474
overweight,high_ldl,OR,1.65249416536149,1.33335166007711,2.04802457469912,1.11721107543815e-05,12093,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",2.403678277562186e-05
abdominal_obesity,high_ldl,OR,1.17730771491175,0.9808990614593,1.41304392067484,0.0821953551041138,12093,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",0.10856922363668588
central_obesity,high_ldl,OR,2.27953795977937,1.6056307477561,3.23629409647081,1.02766712482546e-05,12093,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",2.222772633028715e-05
high_bodyfat,high_ldl,OR,1.5499423749918,1.06507012243511,2.25555230138528,0.0249942653329588,12093,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",0.036139369026748906
sarcopenia,high_ldl,OR,0.37938711358093,0.183943821976924,0.782492069613112,0.0106017604966372,12093,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",0.016242817900534837
sbp,high_ldl,OR,1.22875166807056,1.10184050520026,1.3702805938431,0.0003247267280152,12093,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.0006073848397296129
dbp,high_ldl,OR,1.34398787666176,1.20393442966762,1.5003337126196,6.36012737362784e-07,12093,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",1.523042608357853e-06
glucose,high_ldl,OR,1.0041265514505,0.927503001067727,1.08708018213114,0.919180123761748,12093,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.9311847809478809
hba1c,high_ldl,OR,1.07993088276187,1.00742802831801,1.15765164236098,0.0321105985158978,12093,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.04566122492052182
homa_ir,high_ldl,OR,1.02808548694114,0.945170331342075,1.11827438230968,0.519782571917456,12093,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.5774388807934445
tg,high_ldl,OR,1.48980720142099,1.40093884475069,1.58431290967653,7.87240858371568e-24,12093,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",5.591247460893938e-23
alt,high_ldl,OR,1.19776534179609,1.11469296161358,1.28702868270666,2.8238460965388e-06,12093,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",6.372581379296916e-06
ast,high_ldl,OR,1.01511775838995,0.946634430649299,1.08855544446217,0.674484274228359,12093,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.7168887127478206
creatinine,high_ldl,OR,0.888765283101657,0.756874116108816,1.04363950574471,0.153232193394457,12093,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.19164924346142018
egfr,high_ldl,OR,1.04183798454858,0.910908258925533,1.19158694128931,0.55104214022881,12093,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.6068827134591237
hemoglobin,high_ldl,OR,1.43397386848616,1.29367535421658,1.58948769395579,3.35566106634625e-10,12093,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",1.0338781291640003e-09
platelet,high_ldl,OR,1.2333518220864,1.14071952847027,1.33350633444819,6.37257142145483e-07,12093,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",1.5250993674092746e-06
wbc,high_ldl,OR,1.07063040121492,0.979863026134189,1.16980580492753,0.133733049946112,12093,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.1690789215681748
fib4,high_ldl,OR,0.838823428422126,0.470940807851468,1.49408318909532,0.551822905665834,12093,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.607573452494862
vitd,high_ldl,OR,1.01706460482558,0.932857942195508,1.10887238410007,0.701857466670303,12093,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.7414013720020611
fn_bmd,high_ldl,OR,0.863764258608504,0.735884412588851,1.01386669113529,0.0774682474061291,12093,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.10297862457615818
ls_bmd,high_ldl,OR,0.792006768403764,0.695973123435939,0.901291587382844,0.0007202791803635,12093,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.0012987349305004583
insulin,high_ldl,OR,1.02740483449059,0.948055800313263,1.11339511196056,0.511008001723648,12093,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.568649129344234
ggt,high_ldl,OR,1.1218459445556,1.04559351905041,1.20365926183134,0.0017574578860555,12093,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.0030097417304050036
uric,high_ldl,OR,1.19726551009117,1.08398147172171,1.32238856387194,0.0005540336393444,12093,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.0010142327983555977
cap,high_ldl,OR,1.19430738077285,0.877100062742699,1.62623420104229,0.288730661151027,12093,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.3419815854830727
lsm,high_ldl,OR,0.715532905322758,0.454900825820132,1.12549221619146,0.181421571948862,12093,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.22421235196179257
dm,high_ldl,OR,0.648283524723166,0.502388108583664,0.836547524208573,0.0011517578758952,12093,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.0020214525985099425
prediabetes,high_ldl,OR,1.41159705933076,1.19971783113659,1.66089575914989,6.19982562984265e-05,12093,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.0001242477719942124
htn,high_ldl,OR,0.892487782743717,0.702245056017785,1.13426849433971,0.354299998722401,12093,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.4100205711095257
mets,high_ldl,OR,1.23770958251751,0.997613767805799,1.53558928324041,0.0549768288452742,12093,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.07512550428735916
high_tg,high_ldl,OR,2.15902173105606,1.82268947104116,2.55741579091345,7.569630967452621e-15,12093,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",3.087160835798203e-14
atherogenic_dyslipidemia,high_ldl,OR,1.09284201089653,0.845181347881748,1.41307384950414,0.499650542333624,12093,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.55742175563221
insulin_resistance,high_ldl,OR,1.14324403746904,0.935194562571685,1.397577553931,0.194011775954971,12093,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.23843137175454032
ckd,high_ldl,OR,0.69408390126164,0.543447854568049,0.886474126157867,0.0041272323731991,12093,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.00673569771797675
high_alt,high_ldl,OR,1.44426239969104,1.1175113120624,1.86655280948499,0.0058182307854434,12093,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.009318591492799228
high_ast,high_ldl,OR,0.904654000011118,0.648544125165898,1.26190158538059,0.55625439347734,12093,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.611092024603265
adv_fibrosis,high_ldl,OR,0.350511427158178,0.185459856819297,0.662452040433581,0.0016143475621439,12093,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.002779094410722919
steatosis,high_ldl,OR,1.56581117050337,0.912904620670942,2.68567445728472,0.137760662464886,12093,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.17389316551087716
masld,high_ldl,OR,1.47373129425891,0.874754170655196,2.48285061167675,0.179053012499648,12093,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.22135428670268983
anemia,high_ldl,OR,0.505917412128309,0.328656284667404,0.77878452302723,0.0024503933396601,12093,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.00409710737603354
leukocytosis,high_ldl,OR,1.53459922360325,1.0650318796691,2.21119651161558,0.0233181775108044,12093,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.03390176781798685
vitd_deficiency,high_ldl,OR,1.04133844636266,0.858657173260636,1.26288557720328,0.681383361926674,12093,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.7232499543283935
osteoporosis,high_ldl,OR,1.14941932307549,0.714776227937462,1.84836138727169,0.567400761681764,12093,"Age, years, Male sex, Body mass index, kg/m2, Ever smoking (past/current), Ever alcohol (past/current)",0.6214116817525942
current_smoking,high_ldl,OR,1.18550308444658,0.964781266539585,1.45672144762224,0.108115937961542,12093,"Age, years, Male sex, Body mass index, kg/m2, Ever alcohol (past/current)",0.13981910773973852
age,high_nonhdl,OR,1.12218443831707,1.07503673129774,1.17139989447694,6.0684156548347e-07,25076,unadjusted,1.457598805739288e-06
men,high_nonhdl,OR,1.20934000135011,1.08593838031392,1.34676448072745,0.0007396920790489,25076,unadjusted,0.0013294965309938432
bmi,high_nonhdl,OR,1.16513125889968,1.11472761595655,1.21781395834555,4.82977943010981e-10,25076,"Age, years, Male sex",1.4652306307909822e-09
smoking,high_nonhdl,OR,1.24373692660188,1.1171277298625,1.38469532287368,0.0001170316955217,25076,"Age, years, Male sex",0.0002291967264771511
alcohol,high_nonhdl,OR,1.00451694716,0.880829013470009,1.14557341061745,0.946513444678852,25076,"Age, years, Male sex",0.9547188136536304
wc,high_nonhdl,OR,1.23772830619067,1.17624557269136,1.30242476189759,3.11489586696492e-13,25076,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",1.1559594793351992e-12
height,high_nonhdl,OR,0.888964591111381,0.822904671543421,0.960327570832275,0.0034163921033201,25076,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",0.005633700358788794
weight,high_nonhdl,OR,1.14033613165915,1.08379064624882,1.19983181038528,1.53600450763616e-06,25076,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",3.5472468372496495e-06
whtr,high_nonhdl,OR,1.26808207391434,1.20533174115395,1.33409922868488,1.70457425388226e-15,25076,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",7.274321195639936e-15
fat_kg,high_nonhdl,OR,1.22513187827699,1.12622468317646,1.33272529149082,1.09685495505324e-05,25076,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",2.3646638704036065e-05
lean_kg,high_nonhdl,OR,1.14458360492435,1.01584630646451,1.28963566666016,0.0296915651544463,25076,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",0.04241958531996734
asmm_kg,high_nonhdl,OR,1.07322314083966,0.94581246005787,1.217797352726,0.276743137262995,25076,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",0.3295592567767634
asmi,high_nonhdl,OR,1.19298991574588,1.08323092555781,1.31387029809776,0.0006129222482808,25076,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",0.0011178978396490756
bodyfat_pct,high_nonhdl,OR,1.5463260083823,1.36366438275617,1.75345499555156,2.6200207073178903e-09,25076,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",7.527089265177614e-09
asm_pct,high_nonhdl,OR,0.594603928596868,0.512646531275704,0.689663950369511,1.91557362176266e-09,25076,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",5.56388344177172e-09
obesity,high_nonhdl,OR,1.35330377357561,1.20911149400134,1.51469166628561,6.34920915034566e-07,25076,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",1.5213489641894265e-06
overweight,high_nonhdl,OR,2.44240083238631,2.07300087337083,2.87762629657814,4.58496349331584e-19,25076,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",2.454413474906287e-18
abdominal_obesity,high_nonhdl,OR,1.71200634015674,1.49867277516127,1.95570758161099,1.41600051512423e-12,25076,"Age, years, Male sex, Ever smoking (past/current), Ever alcohol (past/current)",4.966044359779657e-12
